chemin;dossier;nom_fichier;utilise;produits_associes;nb_utilisations;taille_octets;niveau_confiance
"/images/terminal-3/spirits/whisky/E3CA2C10-2EA5-4AAD-9B14-E380391E8013.PNG";"terminal-3/spirits/whisky";"E3CA2C10-2EA5-4AAD-9B14-E380391E8013.PNG";"oui";"Remy Martin | Viognier 2037";"2";"2857698";"Certain"
"/images/terminal-3/spirits/whisky/E61D3573-3AE2-4D5E-B0FA-C8B6446F898F.PNG";"terminal-3/spirits/whisky";"E61D3573-3AE2-4D5E-B0FA-C8B6446F898F.PNG";"oui";"Syrah 2018 | Khvanchkara Orange";"2";"3126295";"Certain"
"/images/terminal-3/spirits/whisky/E7BAB63A-1B17-4F15-A0CF-27574FB1D1E0.PNG";"terminal-3/spirits/whisky";"E7BAB63A-1B17-4F15-A0CF-27574FB1D1E0.PNG";"oui";"Havana Club V.S.O.P | Ketel One Anisé";"2";"3262795";"Certain"
"/images/terminal-3/spirits/whisky/E85C2754-5339-4FEC-9264-3FF7E1330E52.PNG";"terminal-3/spirits/whisky";"E85C2754-5339-4FEC-9264-3FF7E1330E52.PNG";"oui";"Bacardi Épice | Petit Castel 2020";"2";"3106488";"Certain"
"/images/terminal-3/spirits/whisky/EAC70FBA-8EC8-42E8-B382-CDEF8D5D491B.PNG";"terminal-3/spirits/whisky";"EAC70FBA-8EC8-42E8-B382-CDEF8D5D491B.PNG";"oui";"Rouge de Galilée 2021 | Beluga V.S.O.P";"2";"3469794";"Certain"
"/images/terminal-3/spirits/whisky/EC1D307E-EC48-4004-BD96-648D985C54A2.PNG";"terminal-3/spirits/whisky";"EC1D307E-EC48-4004-BD96-648D985C54A2.PNG";"oui";"Don Julio | Stolichnaya 15 ans";"2";"3355600";"Certain"
"/images/terminal-3/spirits/whisky/ECE634FB-53AC-42E6-9463-C00BDA37A4EE.PNG";"terminal-3/spirits/whisky";"ECE634FB-53AC-42E6-9463-C00BDA37A4EE.PNG";"oui";"Patrón London Dry | Merlot 2023";"2";"3152927";"Certain"
"/images/terminal-3/spirits/whisky/EE2C220F-A837-4076-A341-030497C4D507.PNG";"terminal-3/spirits/whisky";"EE2C220F-A837-4076-A341-030497C4D507.PNG";"oui";"Rosé 2024 | Baileys Berry";"2";"2885035";"Certain"
"/images/terminal-3/spirits/whisky/EE531919-37DD-402A-A1BA-D3B648AF8FE1.PNG";"terminal-3/spirits/whisky";"EE531919-37DD-402A-A1BA-D3B648AF8FE1.PNG";"oui";"Grey Goose Gold | Kahlúa";"2";"3027894";"Certain"
"/images/terminal-3/spirits/whisky/EF790DA2-F5CB-40DA-877A-E676E04EB475.PNG";"terminal-3/spirits/whisky";"EF790DA2-F5CB-40DA-877A-E676E04EB475.PNG";"oui";"Belvedere Reserve | Syrah 2026";"2";"1847904";"Certain"
"/images/terminal-3/spirits/whisky/F0ED0A4B-995D-4EFA-A7E3-755D21D3127C.PNG";"terminal-3/spirits/whisky";"F0ED0A4B-995D-4EFA-A7E3-755D21D3127C.PNG";"oui";"Viognier 2027 | Cointreau Classic";"2";"2833442";"Certain"
"/images/terminal-3/spirits/whisky/F214B2C1-82C2-46C7-897E-78090749AE74.PNG";"terminal-3/spirits/whisky";"F214B2C1-82C2-46C7-897E-78090749AE74.PNG";"oui";"Bombay Sapphire Black | Grand Marnier 15 ans";"2";"2707743";"Certain"
"/images/terminal-3/spirits/whisky/F72C340F-02AB-4880-B4F6-ED42BD8DD5F2.PNG";"terminal-3/spirits/whisky";"F72C340F-02AB-4880-B4F6-ED42BD8DD5F2.PNG";"oui";"Tanqueray Reposado | Rouge de Galilée 2029";"2";"3269615";"Certain"
"/images/terminal-3/spirits/whisky/F8A43CA7-0392-40D0-8FA6-83FDD30EB8DD.PNG";"terminal-3/spirits/whisky";"F8A43CA7-0392-40D0-8FA6-83FDD30EB8DD.PNG";"oui";"Petit Castel 2030 | Aperol Blanc";"2";"3324091";"Certain"
"/images/terminal-3/spirits/whisky/F9867067-E97B-407E-A767-175EFC9A3A73.PNG";"terminal-3/spirits/whisky";"F9867067-E97B-407E-A767-175EFC9A3A73.PNG";"oui";"Macallan Mediterranean | Ricard Blanco";"2";"3372188";"Certain"
"/images/terminal-3/spirits/whisky/F9C87EB5-9D17-4BA6-BAC8-2869E97581F7.PNG";"terminal-3/spirits/whisky";"F9C87EB5-9D17-4BA6-BAC8-2869E97581F7.PNG";"oui";"Talisker | Rosé 2032";"2";"1928449";"Certain"
"/images/terminal-3/spirits/whisky/FAA756F1-F7D8-40EC-804A-D6BB5EEBAFF4.PNG";"terminal-3/spirits/whisky";"FAA756F1-F7D8-40EC-804A-D6BB5EEBAFF4.PNG";"oui";"Merlot 2033 | Ouzo Floral";"2";"2940941";"Certain"
"/images/terminal-3/spirits/whisky/FBE6F6AB-0489-4B34-B893-001C9936164D.PNG";"terminal-3/spirits/whisky";"FBE6F6AB-0489-4B34-B893-001C9936164D.PNG";"oui";"Laphroaig Double Wood | Arak Elite Coffee";"2";"2755200";"Certain"
"/images/terminal-3/spirits/whisky/FF4470BB-1DAF-41CD-80D8-F9F4CC2BF579.PNG";"terminal-3/spirits/whisky";"FF4470BB-1DAF-41CD-80D8-F9F4CC2BF579.PNG";"oui";"Ardbeg | Viognier 2035";"2";"2741345";"Certain"
"/images/terminal-3/spirits/whisky/chivas-regal-12.png";"terminal-3/spirits/whisky";"chivas-regal-12.png";"oui";"Syrah 2036 | Tubi 60 18 ans";"2";"1807291";"Certain"
"/images/terminal-3/spirits/whisky/glenfiddich-12.png";"terminal-3/spirits/whisky";"glenfiddich-12.png";"oui";"Hibiki | Jägermeister";"2";"1388432";"Certain"
"/images/terminal-3/spirits/whisky/spirit-whisky-01.webp";"terminal-3/spirits/whisky";"spirit-whisky-01.webp";"oui";"Nikka Original | Petit Castel 2018";"2";"108064";"Certain"
"/images/terminal-3/spirits/whisky/spirit-whisky-02.webp";"terminal-3/spirits/whisky";"spirit-whisky-02.webp";"oui";"Rouge de Galilée 2019 | Glenfiddich Extra Añejo";"2";"111536";"Certain"
"/images/terminal-3/spirits/whisky/spirit-whisky-03.webp";"terminal-3/spirits/whisky";"spirit-whisky-03.webp";"oui";"Petit Castel 2018 | Canadian Club Orange | Glenlivet";"3";"106636";"Certain"
"/images/terminal-3/spirits/whisky/spirit-whisky-04.webp";"terminal-3/spirits/whisky";"spirit-whisky-04.webp";"oui";"Glenfiddich V.S.O.P | Ballantine's Anisé | Merlot 2021";"3";"120336";"Certain"
"/images/terminal-3/spirits/whisky/spirit-whisky-05.webp";"terminal-3/spirits/whisky";"spirit-whisky-05.webp";"oui";"Glenlivet 15 ans | Rosé 2022 | Jack Daniel's Cream";"3";"171616";"Certain"
"/images/terminal-3/spirits/whisky/spirit-whisky-06.webp";"terminal-3/spirits/whisky";"spirit-whisky-06.webp";"oui";"Merlot 2021 | Teacher's V.S.O.P | Jameson Gold";"3";"108514";"Certain"
"/images/terminal-3/spirits/whisky/spirit-whisky-07.webp";"terminal-3/spirits/whisky";"spirit-whisky-07.webp";"oui";"Jack Daniel's | Dewar's 7 ans | Syrah 2024";"3";"125564";"Certain"
"/images/terminal-3/spirits/whisky/spirit-whisky-08.webp";"terminal-3/spirits/whisky";"spirit-whisky-08.webp";"oui";"Jameson London Dry | Viognier 2025 | Remy Martin V.S.O.P";"3";"152872";"Certain"
"/images/terminal-3/spirits/whisky/spirit-whisky-09.webp";"terminal-3/spirits/whisky";"spirit-whisky-09.webp";"oui";"Syrah 2024 | Tullamore Dew Berry | Courvoisier Black";"3";"122556";"Certain"
"/images/terminal-3/spirits/whisky/spirit-whisky-10.webp";"terminal-3/spirits/whisky";"spirit-whisky-10.webp";"oui";"Remy Martin Gold | Ararat | Rouge de Galilée 2027";"3";"139110";"Certain"
"/images/terminal-3/spirits/whisky/spirit-whisky-11.webp";"terminal-3/spirits/whisky";"spirit-whisky-11.webp";"oui";"Courvoisier 15 ans | Petit Castel 2028 | Bacardi Vanilla";"3";"85562";"Certain"
"/images/terminal-3/store/ChatGPT_Image_15_août_2026_02_54_35.png";"terminal-3/store";"ChatGPT_Image_15_août_2026_02_54_35.png";"non";"";"0";"1838362";"A classer"
"/images/terminal-3/wines/castel/petit-castel-2020.png";"terminal-3/wines/castel";"petit-castel-2020.png";"oui";"Rouge de Galilée 2027 | Ketel One Classic | Mount Gay Mediterranean";"3";"529366";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-01.webp";"terminal-3/wines/other-brands";"wine-other-brand-01.webp";"oui";"Nikka Berry | Chivas Regal Blanc";"2";"51754";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-02.webp";"terminal-3/wines/other-brands";"wine-other-brand-02.webp";"oui";"Crown Royal | Merlot 2029";"2";"36340";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-03.webp";"terminal-3/wines/other-brands";"wine-other-brand-03.webp";"oui";"Rosé 2028 | Glenlivet Vanilla";"2";"45614";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-04.webp";"terminal-3/wines/other-brands";"wine-other-brand-04.webp";"oui";"Ballantine's Classic | Johnnie Walker Mediterranean";"2";"46432";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-05.webp";"terminal-3/wines/other-brands";"wine-other-brand-05.webp";"oui";"Famous Grouse Double Wood | Syrah 2032";"2";"42920";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-06.webp";"terminal-3/wines/other-brands";"wine-other-brand-06.webp";"oui";"Viognier 2031 | Jameson Elite";"2";"44782";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-07.webp";"terminal-3/wines/other-brands";"wine-other-brand-07.webp";"oui";"Dewar's | Hennessy 18 ans";"2";"47870";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-08.webp";"terminal-3/wines/other-brands";"wine-other-brand-08.webp";"oui";"Bushmills Blanco | Rouge de Galilée 2035";"2";"45348";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-09.webp";"terminal-3/wines/other-brands";"wine-other-brand-09.webp";"oui";"Petit Castel 2034 | Courvoisier Épice";"2";"47608";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-10.webp";"terminal-3/wines/other-brands";"wine-other-brand-10.webp";"oui";"Ararat Floral | Havana Club";"2";"45574";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-11.webp";"terminal-3/wines/other-brands";"wine-other-brand-11.webp";"oui";"Khvanchkara Coffee | Rosé 2018";"2";"40264";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-12.webp";"terminal-3/wines/other-brands";"wine-other-brand-12.webp";"oui";"Merlot 2037 | Mount Gay Navy Strength";"2";"48802";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-13.webp";"terminal-3/wines/other-brands";"wine-other-brand-13.webp";"oui";"Cîroc Distiller's Edition | Don Julio Orange";"2";"45190";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-14.webp";"terminal-3/wines/other-brands";"wine-other-brand-14.webp";"oui";"Beluga | Viognier 2021";"2";"42580";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-15.webp";"terminal-3/wines/other-brands";"wine-other-brand-15.webp";"oui";"Syrah 2020 | Jose Cuervo Reserve";"2";"40536";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-16.webp";"terminal-3/wines/other-brands";"wine-other-brand-16.webp";"oui";"Smirnoff Extra Añejo | Grey Goose";"2";"45614";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-17.webp";"terminal-3/wines/other-brands";"wine-other-brand-17.webp";"oui";"Baileys | Petit Castel 2024";"2";"44264";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-18.webp";"terminal-3/wines/other-brands";"wine-other-brand-18.webp";"oui";"Rouge de Galilée 2023 | Absolut Añejo";"2";"51088";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-19.webp";"terminal-3/wines/other-brands";"wine-other-brand-19.webp";"oui";"Amarula Cream | Bombay Sapphire Berry";"2";"56956";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-20.webp";"terminal-3/wines/other-brands";"wine-other-brand-20.webp";"oui";"Cointreau Gold | Merlot 2027";"2";"43438";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-21.webp";"terminal-3/wines/other-brands";"wine-other-brand-21.webp";"oui";"Rosé 2026 | Hendrick's Original";"2";"45812";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-22.webp";"terminal-3/wines/other-brands";"wine-other-brand-22.webp";"oui";"Campari V.S.O.P | Macallan Classic";"2";"42354";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-23.webp";"terminal-3/wines/other-brands";"wine-other-brand-23.webp";"oui";"Aperol 12 ans | Syrah 2030";"2";"36422";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-24.webp";"terminal-3/wines/other-brands";"wine-other-brand-24.webp";"oui";"Viognier 2029 | Lagavulin V.S.O.P";"2";"43236";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-25.webp";"terminal-3/wines/other-brands";"wine-other-brand-25.webp";"oui";"Pernod Vanilla | Laphroaig";"2";"44838";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-26.webp";"terminal-3/wines/other-brands";"wine-other-brand-26.webp";"oui";"Ouzo Mediterranean | Rouge de Galilée 2033";"2";"44936";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-27.webp";"terminal-3/wines/other-brands";"wine-other-brand-27.webp";"oui";"Petit Castel 2032 | Yamazaki Citrus";"2";"42936";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-28.webp";"terminal-3/wines/other-brands";"wine-other-brand-28.webp";"oui";"Askalon Elite | Hibiki Floral";"2";"56372";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-29.webp";"terminal-3/wines/other-brands";"wine-other-brand-29.webp";"oui";"Tubi 60 12 ans | Rosé 2036";"2";"52804";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-30.webp";"terminal-3/wines/other-brands";"wine-other-brand-30.webp";"oui";"Merlot 2035 | Crown Royal";"2";"42650";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-31.webp";"terminal-3/wines/other-brands";"wine-other-brand-31.webp";"oui";"Chivas Regal 15 ans | Canadian Club Distiller's Edition";"2";"38734";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-32.webp";"terminal-3/wines/other-brands";"wine-other-brand-32.webp";"oui";"Glenfiddich | Viognier 2019";"2";"45574";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-33.webp";"terminal-3/wines/other-brands";"wine-other-brand-33.webp";"oui";"Syrah 2018 | Famous Grouse 7 ans";"2";"51754";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-34.webp";"terminal-3/wines/other-brands";"wine-other-brand-34.webp";"oui";"Johnnie Walker Navy Strength | Teacher's Extra Añejo";"2";"73736";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-35.webp";"terminal-3/wines/other-brands";"wine-other-brand-35.webp";"oui";"Jack Daniel's Orange | Petit Castel 2022";"2";"45190";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-36.webp";"terminal-3/wines/other-brands";"wine-other-brand-36.webp";"oui";"Rouge de Galilée 2021 | Bushmills London Dry";"2";"45080";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-37.webp";"terminal-3/wines/other-brands";"wine-other-brand-37.webp";"oui";"Hennessy 15 ans | Tullamore Dew Cream";"2";"72932";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-38.webp";"terminal-3/wines/other-brands";"wine-other-brand-38.webp";"oui";"Remy Martin | Merlot 2025";"2";"51512";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-39.webp";"terminal-3/wines/other-brands";"wine-other-brand-39.webp";"oui";"Rosé 2024 | Khvanchkara";"2";"52804";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-40.webp";"terminal-3/wines/other-brands";"wine-other-brand-40.webp";"oui";"Havana Club Añejo | Ketel One";"2";"48802";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-41.webp";"terminal-3/wines/other-brands";"wine-other-brand-41.webp";"oui";"Bacardi Berry | Syrah 2028";"2";"68452";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-42.webp";"terminal-3/wines/other-brands";"wine-other-brand-42.webp";"oui";"Viognier 2027 | Beluga Reposado";"2";"36422";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-43.webp";"terminal-3/wines/other-brands";"wine-other-brand-43.webp";"oui";"Don Julio Original | Stolichnaya Vanilla";"2";"37254";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-44.webp";"terminal-3/wines/other-brands";"wine-other-brand-44.webp";"oui";"Patrón Classic | Rouge de Galilée 2031";"2";"56372";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-45.webp";"terminal-3/wines/other-brands";"wine-other-brand-45.webp";"oui";"Petit Castel 2030 | Baileys";"2";"86258";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-46.webp";"terminal-3/wines/other-brands";"wine-other-brand-46.webp";"oui";"Grey Goose V.S.O.P | Kahlúa Elite";"2";"62340";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-47.webp";"terminal-3/wines/other-brands";"wine-other-brand-47.webp";"oui";"Belvedere Épice | Rosé 2034";"2";"95054";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-48.webp";"terminal-3/wines/other-brands";"wine-other-brand-48.webp";"oui";"Merlot 2033 | Cointreau V.S.O.P";"2";"46874";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-49.webp";"terminal-3/wines/other-brands";"wine-other-brand-49.webp";"oui";"Bombay Sapphire Citrus | Grand Marnier 15 ans";"2";"50062";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-50.webp";"terminal-3/wines/other-brands";"wine-other-brand-50.webp";"oui";"Tanqueray Floral | Viognier 2037";"2";"46158";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-51.webp";"terminal-3/wines/other-brands";"wine-other-brand-51.webp";"oui";"Syrah 2036 | Aperol Original";"2";"63936";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-52.webp";"terminal-3/wines/other-brands";"wine-other-brand-52.webp";"oui";"Macallan | Ricard Navy Strength";"2";"51088";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-53.webp";"terminal-3/wines/other-brands";"wine-other-brand-53.webp";"oui";"Talisker Reserve | Petit Castel 2020";"2";"36340";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-54.webp";"terminal-3/wines/other-brands";"wine-other-brand-54.webp";"oui";"Rouge de Galilée 2019 | Ouzo Anisé";"2";"55274";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-55.webp";"terminal-3/wines/other-brands";"wine-other-brand-55.webp";"oui";"Laphroaig Black | Arak Elite 15 ans";"2";"56956";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-56.webp";"terminal-3/wines/other-brands";"wine-other-brand-56.webp";"oui";"Ardbeg Extra Añejo | Merlot 2023";"2";"60730";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-57.webp";"terminal-3/wines/other-brands";"wine-other-brand-57.webp";"oui";"Rosé 2022 | Tubi 60 Blanc";"2";"40706";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-58.webp";"terminal-3/wines/other-brands";"wine-other-brand-58.webp";"oui";"Hibiki London Dry | Jägermeister Añejo";"2";"52100";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-59.webp";"terminal-3/wines/other-brands";"wine-other-brand-59.webp";"oui";"Nikka Cream | Syrah 2026";"2";"68168";"Certain"
"/images/terminal-3/wines/other-brands/wine-other-brand-60.webp";"terminal-3/wines/other-brands";"wine-other-brand-60.webp";"oui";"Viognier 2025 | Glenfiddich";"2";"54856";"Certain"
"/images/terminal-3/wines/yarden/wines-yarden-01.webp";"terminal-3/wines/yarden";"wines-yarden-01.webp";"oui";"Bacardi Blanc | Cîroc | Rosé 2030";"3";"100370";"Certain"
"/images/terminal-3/wines/yarden/wines-yarden-02.webp";"terminal-3/wines/yarden";"wines-yarden-02.webp";"oui";"Mount Gay Reposado | Merlot 2031 | Patrón Elite";"3";"80924";"Certain"
"/images/terminal-3/wines/yarden/wines-yarden-03.webp";"terminal-3/wines/yarden";"wines-yarden-03.webp";"oui";"Rosé 2030 | Stolichnaya 12 ans | Jose Cuervo Double Wood";"3";"51226";"Certain"
"/images/terminal-3/wines/yarden/wines-yarden-04.webp";"terminal-3/wines/yarden";"wines-yarden-04.webp";"oui";"Patrón Mediterranean | Smirnoff Blanco | Viognier 2033";"3";"64120";"Certain"
"/images/terminal-3/wines/yarden/wines-yarden-05.webp";"terminal-3/wines/yarden";"wines-yarden-05.webp";"oui";"Jose Cuervo | Syrah 2034 | Belvedere";"3";"99352";"Certain"
"/images/terminal-3/wines/yarden/wines-yarden-06.webp";"terminal-3/wines/yarden";"wines-yarden-06.webp";"oui";"Viognier 2033 | Kahlúa Floral | Absolut";"3";"40742";"Certain"
"/images/terminal-3/wines/yarden/wines-yarden-07.webp";"terminal-3/wines/yarden";"wines-yarden-07.webp";"oui";"Belvedere 18 ans | Amarula Coffee | Petit Castel 2036";"3";"63414";"Certain"
"/images/terminal-3/wines/yarden/wines-yarden-08.webp";"terminal-3/wines/yarden";"wines-yarden-08.webp";"oui";"Absolut | Rouge de Galilée 2037 | Tanqueray Navy Strength";"3";"120336";"Certain"
"/images/terminal-3/wines/yarden/wines-yarden-09.webp";"terminal-3/wines/yarden";"wines-yarden-09.webp";"oui";"Petit Castel 2036 | Grand Marnier 12 ans | Hendrick's Orange";"3";"64492";"Certain"
"/images/terminal-3/wines/yarden/wines-yarden-10.webp";"terminal-3/wines/yarden";"wines-yarden-10.webp";"oui";"Tanqueray | Campari | Merlot 2019";"3";"40210";"Certain"
"/images/terminal-3/wines/yarden/wines-yarden-11.webp";"terminal-3/wines/yarden";"wines-yarden-11.webp";"oui";"Hendrick's Original | Rosé 2020 | Talisker Distiller's Edition";"3";"43002";"Certain"
"/images/terminal-3/wines/yarden/wines-yarden-12.webp";"terminal-3/wines/yarden";"wines-yarden-12.webp";"oui";"Merlot 2019 | Ricard Extra Añejo | Lagavulin";"3";"38972";"Certain"
"/images/terminal-3/wines/yarden/wines-yarden-13.webp";"terminal-3/wines/yarden";"wines-yarden-13.webp";"oui";"Talisker Orange | Pernod | Syrah 2022";"3";"54112";"Certain"
"/images/terminal-3/wines/yarden/wines-yarden-14.webp";"terminal-3/wines/yarden";"wines-yarden-14.webp";"oui";"Lagavulin Anisé | Viognier 2023 | Ardbeg Añejo";"3";"65910";"Certain"
"/images/terminal-3/wines/yarden/wines-yarden-15.webp";"terminal-3/wines/yarden";"wines-yarden-15.webp";"oui";"Syrah 2022 | Arak Elite Cream | Yamazaki Berry";"3";"39602";"Certain"
"/images/terminal-3/wines/yarden/wines-yarden-16.webp";"terminal-3/wines/yarden";"wines-yarden-16.webp";"oui";"Ardbeg V.S.O.P | Askalon Gold | Rouge de Galilée 2025";"3";"45856";"Certain"
"/images/terminal-3/wines/yarden/wines-yarden-17.webp";"terminal-3/wines/yarden";"wines-yarden-17.webp";"oui";"Yamazaki Black | Petit Castel 2026 | Nikka Original";"3";"51470";"Certain"
"/images/terminal-3/wines/yarden/wines-yarden-18.webp";"terminal-3/wines/yarden";"wines-yarden-18.webp";"oui";"Rouge de Galilée 2025 | Jägermeister V.S.O.P | Crown Royal Classic";"3";"41252";"Certain"
"/images/vins/vin-1.jpg";"vins";"vin-1.jpg";"non";"";"0";"2610900";"A classer"
"/images/vins/vin-2.jpg";"vins";"vin-2.jpg";"non";"";"0";"2610900";"A classer"
"/images/vins/vin-3.jpg";"vins";"vin-3.jpg";"non";"";"0";"2610900";"A classer"
"/images/vins/vin-4.jpg";"vins";"vin-4.jpg";"non";"";"0";"2610900";"A classer"
"/images/vins/vin-5.jpg";"vins";"vin-5.jpg";"non";"";"0";"2610900";"A classer"
"/images/vins/vin-6.jpg";"vins";"vin-6.jpg";"non";"";"0";"2610900";"A classer"
"/images/vins/vin-7.jpg";"vins";"vin-7.jpg";"non";"";"0";"2610900";"A classer"
"/images/vins/vin-8.jpg";"vins";"vin-8.jpg";"non";"";"0";"2610900";"A classer"
